ID,name,generation,height,weight,baseExperience,isDefault,color,shape,habitat,isLegendary,image
653,fennekin,6,4,94,61,True,red,quadruped,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/653.png
654,braixen,6,10,145,143,True,red,upright,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/654.png
655,delphox,6,15,390,240,True,red,upright,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/655.png
656,froakie,6,3,70,63,True,blue,quadruped,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/656.png
657,frogadier,6,6,109,142,True,blue,humanoid,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/657.png
658,greninja,6,15,400,239,True,blue,humanoid,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/658.png
659,bunnelby,6,4,50,47,True,brown,upright,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/659.png
660,diggersby,6,10,424,148,True,brown,upright,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/660.png
661,fletchling,6,3,17,56,True,red,wings,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/661.png
662,fletchinder,6,7,160,134,True,red,wings,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/662.png
663,talonflame,6,12,245,175,True,red,wings,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/663.png
664,scatterbug,6,3,25,40,True,black,armor,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/664.png
665,spewpa,6,3,84,75,True,black,blob,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/665.png
666,vivillon,6,12,170,185,True,white,bug-wings,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/666.png
667,litleo,6,6,135,74,True,brown,quadruped,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/667.png
668,pyroar,6,15,815,177,True,brown,quadruped,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/668.png
669,flabebe,6,1,1,61,True,white,arms,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/669.png
670,floette,6,2,9,130,True,white,arms,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/670.png
671,florges,6,11,100,248,True,white,arms,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/671.png
672,skiddo,6,9,310,70,True,brown,quadruped,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/672.png
673,gogoat,6,17,910,186,True,brown,quadruped,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/673.png
674,pancham,6,6,80,70,True,white,upright,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/674.png
675,pangoro,6,21,1360,173,True,white,humanoid,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/675.png
676,furfrou,6,12,280,165,True,white,quadruped,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/676.png
677,espurr,6,3,35,71,True,gray,upright,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/677.png
678,meowstic-male,6,6,85,163,True,blue,upright,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/678.png
679,honedge,6,8,20,65,True,brown,blob,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/679.png
680,doublade,6,8,45,157,True,brown,heads,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/680.png
681,aegislash-shield,6,17,530,250,True,brown,blob,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/681.png
682,spritzee,6,2,5,68,True,pink,arms,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/682.png
683,aromatisse,6,8,155,162,True,pink,humanoid,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/683.png
684,swirlix,6,4,35,68,True,white,legs,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/684.png
685,slurpuff,6,8,50,168,True,white,humanoid,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/685.png
686,inkay,6,4,35,58,True,blue,tentacles,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/686.png
687,malamar,6,15,470,169,True,blue,blob,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/687.png
688,binacle,6,5,310,61,True,brown,heads,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/688.png
689,barbaracle,6,13,960,175,True,brown,heads,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/689.png
690,skrelp,6,5,73,64,True,brown,blob,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/690.png
691,dragalge,6,18,815,173,True,brown,blob,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/691.png
692,clauncher,6,5,83,66,True,blue,armor,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/692.png
693,clawitzer,6,13,353,100,True,blue,squiggle,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/693.png
694,helioptile,6,5,60,58,True,yellow,upright,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/694.png
695,heliolisk,6,10,210,168,True,yellow,upright,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/695.png
696,tyrunt,6,8,260,72,True,brown,upright,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/696.png
697,tyrantrum,6,25,2700,182,True,red,upright,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/697.png
698,amaura,6,13,252,72,True,blue,quadruped,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/698.png
699,aurorus,6,27,2250,104,True,blue,quadruped,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/699.png
700,sylveon,6,10,235,184,True,pink,quadruped,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/700.png
701,hawlucha,6,8,215,175,True,green,humanoid,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/701.png
702,dedenne,6,2,22,151,True,yellow,upright,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/702.png
703,carbink,6,3,57,100,True,gray,ball,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/703.png
704,goomy,6,3,28,60,True,purple,squiggle,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/704.png
705,sliggoo,6,8,175,158,True,purple,squiggle,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/705.png
706,goodra,6,20,1505,300,True,purple,upright,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/706.png
707,klefki,6,2,30,165,True,gray,ball,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/707.png
708,phantump,6,4,70,62,True,brown,arms,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/708.png
709,trevenant,6,15,710,166,True,brown,tentacles,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/709.png
710,pumpkaboo-average,6,4,50,67,True,brown,ball,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/710.png
711,gourgeist-average,6,9,125,173,True,brown,blob,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/711.png
712,bergmite,6,10,995,61,True,blue,quadruped,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/712.png
713,avalugg,6,20,5050,180,True,blue,quadruped,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/713.png
714,noibat,6,5,80,49,True,purple,wings,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/714.png
715,noivern,6,15,850,187,True,purple,wings,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/715.png
716,xerneas,6,30,2150,340,True,blue,quadruped,none,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/716.png
717,yveltal,6,58,2030,340,True,red,wings,none,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/717.png
718,zygarde-50,6,50,3050,300,True,green,squiggle,none,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/718.png
719,diancie,6,7,88,300,True,pink,arms,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/719.png
720,hoopa,6,5,90,270,True,purple,arms,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/720.png
721,volcanion,6,17,1950,300,True,brown,quadruped,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/721.png
722,rowlet,7,3,15,64,True,brown,wings,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/722.png
723,dartrix,7,7,160,147,True,brown,wings,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/723.png
724,decidueye,7,16,366,265,True,brown,wings,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/724.png
725,litten,7,4,43,64,True,red,quadruped,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/725.png
726,torracat,7,7,250,147,True,red,quadruped,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/726.png
727,incineroar,7,18,830,265,True,red,upright,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/727.png
728,popplio,7,4,75,64,True,blue,fish,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/728.png
729,brionne,7,6,175,147,True,blue,fish,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/729.png
730,primarina,7,18,440,265,True,blue,fish,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/730.png
731,pikipek,7,3,12,53,True,black,wings,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/731.png
732,trumbeak,7,6,148,124,True,black,wings,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/732.png
733,toucannon,7,11,260,218,True,black,wings,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/733.png
734,yungoos,7,4,60,51,True,brown,quadruped,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/734.png
735,gumshoos,7,7,142,146,True,brown,quadruped,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/735.png
736,grubbin,7,4,44,60,True,gray,armor,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/736.png
737,charjabug,7,5,105,140,True,green,squiggle,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/737.png
738,vikavolt,7,15,450,250,True,blue,armor,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/738.png
739,crabrawler,7,6,70,68,True,purple,armor,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/739.png
740,crabominable,7,17,1800,167,True,white,armor,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/740.png
741,oricorio-baile,7,6,34,167,True,red,wings,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/741.png
742,cutiefly,7,1,2,61,True,yellow,armor,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/742.png
743,ribombee,7,2,5,162,True,yellow,bug-wings,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/743.png
744,rockruff,7,5,92,56,True,brown,quadruped,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/744.png
745,lycanroc-midday,7,8,250,170,True,brown,quadruped,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/745.png
746,wishiwashi-solo,7,2,3,61,True,blue,fish,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/746.png
747,mareanie,7,4,80,61,True,blue,blob,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/747.png
748,toxapex,7,7,145,173,True,blue,tentacles,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/748.png
749,mudbray,7,10,1100,77,True,brown,quadruped,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/749.png
750,mudsdale,7,25,9200,175,True,brown,quadruped,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/750.png
751,dewpider,7,3,40,54,True,green,legs,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/751.png
752,araquanid,7,18,820,159,True,green,armor,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/752.png
753,fomantis,7,3,15,50,True,pink,upright,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/753.png
754,lurantis,7,9,185,168,True,pink,humanoid,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/754.png
755,morelull,7,2,15,57,True,purple,blob,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/755.png
756,shiinotic,7,10,115,142,True,purple,humanoid,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/756.png
757,salandit,7,6,48,64,True,black,quadruped,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/757.png
758,salazzle,7,12,222,168,True,black,quadruped,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/758.png
759,stufful,7,5,68,68,True,pink,quadruped,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/759.png
760,bewear,7,21,1350,175,True,pink,upright,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/760.png
761,bounsweet,7,3,32,42,True,purple,legs,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/761.png
762,steenee,7,7,82,102,True,purple,humanoid,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/762.png
763,tsareena,7,12,214,255,True,purple,humanoid,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/763.png
764,comfey,7,1,3,170,True,green,ball,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/764.png
765,oranguru,7,15,760,172,True,white,humanoid,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/765.png
766,passimian,7,20,828,172,True,white,upright,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/766.png
767,wimpod,7,5,120,46,True,gray,tentacles,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/767.png
768,golisopod,7,20,1080,186,True,gray,humanoid,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/768.png
769,sandygast,7,5,700,64,True,brown,squiggle,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/769.png
770,palossand,7,13,2500,168,True,brown,squiggle,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/770.png
771,pyukumuku,7,3,12,144,True,black,squiggle,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/771.png
772,type-null,7,19,1205,107,True,gray,quadruped,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/772.png
773,silvally,7,23,1005,285,True,gray,quadruped,none,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/773.png
774,minior-red-meteor,7,3,400,154,True,brown,ball,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/774.png
775,komala,7,4,199,168,True,blue,humanoid,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/775.png
776,turtonator,7,20,2120,170,True,red,upright,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/776.png
777,togedemaru,7,3,33,152,True,gray,upright,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/777.png
778,mimikyu-disguised,7,2,7,167,True,yellow,squiggle,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/778.png
779,bruxish,7,9,190,166,True,pink,fish,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/779.png
780,drampa,7,30,1850,170,True,white,squiggle,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/780.png
781,dhelmise,7,39,2100,181,True,green,blob,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/781.png
782,jangmo-o,7,6,297,60,True,gray,quadruped,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/782.png
783,hakamo-o,7,12,470,147,True,gray,upright,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/783.png
784,kommo-o,7,16,782,300,True,gray,upright,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/784.png
785,tapu-koko,7,18,205,285,True,yellow,arms,none,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/785.png
786,tapu-lele,7,12,186,285,True,pink,arms,none,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/786.png
787,tapu-bulu,7,19,455,285,True,red,arms,none,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/787.png
788,tapu-fini,7,13,212,285,True,purple,arms,none,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/788.png
789,cosmog,7,2,1,40,True,blue,ball,none,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/789.png
790,cosmoem,7,1,9999,140,True,blue,ball,none,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/790.png
791,solgaleo,7,34,2300,340,True,white,quadruped,none,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/791.png
792,lunala,7,40,1200,340,True,purple,wings,none,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/792.png
793,nihilego,7,12,555,285,True,white,tentacles,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/793.png
794,buzzwole,7,24,3336,285,True,red,tentacles,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/794.png
795,pheromosa,7,18,250,285,True,white,humanoid,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/795.png
796,xurkitree,7,38,1000,285,True,black,upright,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/796.png
797,celesteela,7,92,9999,285,True,green,humanoid,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/797.png
798,kartana,7,3,1,285,True,white,humanoid,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/798.png
799,guzzlord,7,55,8880,285,True,black,upright,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/799.png
800,necrozma,7,24,2300,300,True,black,arms,none,True,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/800.png
801,magearna,7,10,805,300,True,gray,humanoid,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/801.png
802,marshadow,7,7,222,300,True,gray,humanoid,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/802.png
803,poipole,7,6,18,210,True,purple,upright,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/803.png
804,naganadel,7,36,1500,270,True,purple,wings,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/804.png
805,stakataka,7,55,8200,285,True,gray,quadruped,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/805.png
806,blacephalon,7,18,130,285,True,white,humanoid,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/806.png
807,zeraora,7,15,445,300,True,yellow,humanoid,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/807.png
808,meltan,7,2,80,150,True,gray,ball,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/808.png
809,melmetal,7,25,8000,300,True,gray,humanoid,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/809.png
810,grookey,8,3,50,62,True,green,upright,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/810.png
811,thwackey,8,7,140,147,True,green,upright,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/811.png
812,rillaboom,8,21,900,265,True,green,humanoid,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/812.png
813,scorbunny,8,3,45,62,True,white,upright,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/813.png
814,raboot,8,6,90,147,True,gray,upright,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/814.png
815,cinderace,8,14,330,265,True,white,upright,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/815.png
816,sobble,8,3,40,62,True,blue,quadruped,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/816.png
817,drizzile,8,7,115,147,True,blue,upright,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/817.png
818,inteleon,8,19,452,265,True,blue,upright,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/818.png
819,skwovet,8,3,25,55,True,brown,upright,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/819.png
820,greedent,8,6,60,161,True,brown,upright,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/820.png
821,rookidee,8,2,18,49,True,blue,wings,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/821.png
822,corvisquire,8,8,160,128,True,blue,wings,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/822.png
823,corviknight,8,22,750,248,True,purple,wings,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/823.png
824,blipbug,8,4,80,36,True,blue,armor,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/824.png
825,dottler,8,4,195,117,True,yellow,armor,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/825.png
826,orbeetle,8,4,408,253,True,red,wings,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/826.png
827,nickit,8,6,89,49,True,brown,quadruped,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/827.png
828,thievul,8,12,199,159,True,brown,quadruped,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/828.png
829,gossifleur,8,4,22,50,True,green,blob,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/829.png
830,eldegoss,8,5,25,161,True,green,blob,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/830.png
831,wooloo,8,6,60,122,True,white,quadruped,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/831.png
832,dubwool,8,13,430,172,True,white,quadruped,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/832.png
833,chewtle,8,3,85,57,True,green,quadruped,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/833.png
834,drednaw,8,10,1155,170,True,green,quadruped,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/834.png
835,yamper,8,3,135,54,True,yellow,quadruped,none,False,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/835.png
